seed,layer,epsilon,cc,tag,mode,K,N,component,label,label_is_parse_error,mean_abs_score,winner_freq,mean_share,evr
0,13,2.8,ambig,flip,rejected,10,200,6,MANUAL,False,0.1881221979856491,0.014999999664723873,0.08351805061101913,0.03354015573859215
0,13,2.8,ambig,flip,rejected,10,200,3,MANUAL,False,0.16567936539649963,0.03999999910593033,0.06847014278173447,0.05609499290585518
0,13,2.8,ambig,flip,rejected,10,200,7,MANUAL,False,0.16206412017345428,0.019999999552965164,0.07370256632566452,0.023357464000582695
0,13,2.8,ambig,flip,rejected,10,200,8,MANUAL,False,0.15478776395320892,0.02500000037252903,0.07134519517421722,0.021264640614390373
0,13,2.8,ambig,flip,rejected,10,200,9,MANUAL,False,0.14550139009952545,0.014999999664723873,0.06388911604881287,0.019343554973602295
0,13,2.8,ambig,noflip,chosen,10,200,0,MANUAL,False,0.9119598269462585,0.5249999761581421,0.2547079622745514,0.3206605315208435
0,13,2.8,ambig,noflip,chosen,10,200,2,MANUAL,False,0.42806515097618103,0.1599999964237213,0.13243068754673004,0.07427501678466797
0,13,2.8,ambig,noflip,chosen,10,200,1,MANUAL,False,0.42142871022224426,0.14000000059604645,0.12091364711523056,0.0866197720170021
0,13,2.8,ambig,noflip,chosen,10,200,3,MANUAL,False,0.34697943925857544,0.09000000357627869,0.10572995990514755,0.052800554782152176
0,13,2.8,ambig,noflip,chosen,10,200,4,MANUAL,False,0.3002278804779053,0.029999999329447746,0.08710037916898727,0.0397038497030735
0,13,2.8,ambig,noflip,chosen,10,200,5,MANUAL,False,0.27172380685806274,0.019999999552965164,0.07727263122797012,0.03216073662042618
0,13,2.8,ambig,noflip,chosen,10,200,7,MANUAL,False,0.21684974431991577,0.004999999888241291,0.06332135945558548,0.02044186182320118
0,13,2.8,ambig,noflip,chosen,10,200,6,MANUAL,False,0.20186477899551392,0.014999999664723873,0.055866699665784836,0.022541632875800133
0,13,2.8,ambig,noflip,chosen,10,200,9,MANUAL,False,0.17831416428089142,0.009999999776482582,0.0530378632247448,0.01438768208026886
0,13,2.8,ambig,noflip,chosen,10,200,8,MANUAL,False,0.17715874314308167,0.004999999888241291,0.049618788063526154,0.01586201973259449
0,13,2.8,ambig,noflip,rejected,10,200,0,MANUAL,False,0.9897563457489014,0.7749999761581421,0.3064403235912323,0.377271831035614
0,13,2.8,ambig,noflip,rejected,10,200,1,MANUAL,False,0.3789611756801605,0.08500000089406967,0.1162995994091034,0.06969399750232697
0,13,2.8,ambig,noflip,rejected,10,200,2,MANUAL,False,0.32348015904426575,0.06499999761581421,0.10534249991178513,0.04963243380188942
0,13,2.8,ambig,noflip,rejected,10,200,3,MANUAL,False,0.27647754549980164,0.019999999552965164,0.08201734721660614,0.03814554587006569
